이름,성별,주소,나이,신장,체중,휴대폰번호,신용대출한도 ,신용잔액비율,신용등급,월소득,교육정도,직업종류
이정술,M,광주 북구 두암2동,67,172,66.553333,1057657984,195600000,0.279893648,3,53333,고졸,주부
성순희,F,인천 서구 당하동,59,157,85.555,1021643271,136300000,317.8727017,3,8055000,대재,주부
이윤희,F,충남 아산시 송악면,59,155,72.055833,1034969266,38000000,21.86564596,7,55833,고졸,무직
나옥례,F,경기 남양주시 호평동,27,122,42.556667,1070551871,340300000,3969.670458,2,1056667,학사,학생
이혜숙,F,서울 중랑구 망우3동,47,145,76.558333,1028840415,18200000,21.05114619,8,58333,고졸,무직
김영목,M,경기 양주시 백석읍,56,156,63.059167,1087883193,10000000,1.2224238,5,3059167,고졸,무직
김연단,F,전북 익산시 영등동,55,154,70.56,1096401517,540700000,1086.493481,1,8060000,대재,자영업
윤신웅,M,서울 은평구 구산동,16,113,61.060833,1064994643,6300000,7.843830578,6,3060833,기타,주부
김명순,M,서울 강서구 등촌2동,66,161,80.061667,1062321001,1000000,0.001495325,4,61667,중졸,무직
남기동,M,경남 거제시 옥포1동,59,167,66.0625,1046034389,39800000,44.31553103,7,62500,학사,회사원
이승현,F,부산 금정구 청룡동,46,150,53.563333,1053412311,1200000,0.612070957,10,63333,이학박사,회사원
최영섭,M,경기 안양시 석수3동,44,154,64.564167,1087205910,18300000,1.66505802,6,1064167,대재,무직
김영섭,M,경기 수원시 조원동,72,182,88.555977,1067075568,60000000,103.8543823,3,10055977,전문학사,자영업
김선희,F,대전 서구 둔산동,64,166,68.565,1021194067,17700000,118.2522715,4,8065000,석사,자영업
김정자,F,인천 남동구 만수4동,81,180,85.812548,1011146559,49100000,200.0497069,3,11312548,기타,학생
박은하,F,서울 양천구 목5동,45,140,74.565833,1078697984,21600000,3.520921282,5,1065833,학사,무직
민복순,F,서울 은평구 대조동,35,145,52.066667,1032240619,3600000,0.16017613,9,66667,대재,주부
홍달후,M,경북 구미시 송정동,49,144,66.0675,1027445548,42500000,64.77996912,6,1067500,대재,주부
김범삼,M,서울 관악구 봉천3동,42,143,70.568333,1047700615,33100000,68.71182964,7,68333,고졸,자영업
박행자,F,서울 은평구 신사동,65,166,74.569167,1089561770,89000000,210.3084208,3,8069167,학사,무직
김순자,F,경기 성남시 구미동,65,165,95.908007,1053458391,21800000,33.06085928,4,13408007,중졸,주부
고진호,M,부산 해운대구 좌동,77,182,73.57,1075011260,15500000,0.539166779,7,70000,고졸,무직
조성용,M,경기 고양시 성사동,66,165,84.071667,1077251566,17100000,0.881532815,4,3071667,학사,자영업
이은주,F,대전 동구 인동,15,121,51.0725,1049529301,6500000,11.21838573,8,1072500,학사,학생
이수안,M,경기 파주시 교하읍,22,127,52.573333,1067293764,303000000,986.437301,4,73333,대재,주부
이병우,M,경남 거제시 일운면,60,156,78.211078,1078968712,31900000,2.389279908,7,1211078,석사,회사원
박옥주,F,서울 송파구 가락동,71,173,74.574167,1056188969,31300000,59.22029762,7,74167,학사,자영업
김성훈,M,경기 부천시 원종1동,53,153,73.075,1010352658,19900000,4.508635737,8,75000,전문학사,자영업
김경숙,F,경기 파주시 조리읍,64,167,78.920053,1098036688,33800000,0.172404708,3,4920053,해외유학,자영업
박규종,M,전남 여수시 국동,79,185,82.076667,1099358792,23100000,2.54453655,7,1076667,학사,자영업
장영일,M,경기 고양시 식사동,48,156,72.0775,1069742767,8700000,11.4279109,9,77500,대재,무직
최종선,M,경남 마산시 회원2동,50,154,74.078333,1074898728,28300000,10.63261824,5,1078333,석사,자영업
박일고,M,경기 고양시 풍동 ,67,166,72.079167,1012717638,4200000,12.77115907,10,79167,대퇴,무직
김순분,F,경기 용인시 죽전동,52,152,62.08,1028159219,5300000,1.04983882,7,1080000,대퇴,주부
고순례,F,인천 서구 당하동,43,144,53.580833,1031736409,265400000,61.00537969,4,80833,고졸,주부
이춘화,F,서울 양천구 신월7동,63,169,64.581667,1037254982,110200000,20.26346923,6,81667,학사,무직
김중식,M,경기 고양시 마두동,39,140,60.453326,1043584836,8500000,1.200281346,7,5953326,기타,자영업
홍미경,F,경북 경주시 동천동,66,164,89.0825,1056656321,64100000,98.98054669,3,7082500,학사,주부
박주현,M,서울 서대문구 홍은동,60,164,69.508333,1069992573,12500000,3.973159243,8,8333,대퇴,자영업
이금순,F,충남 천안시 대흥동,62,163,74.509167,1067375929,59700000,74.36203725,3,8009167,대재,자영업
박종욱,M,경기 파주시 교하읍,63,167,72.01,1028687665,17100000,0.693530215,8,10000,대재,자영업
김옥순,F,서울 서대문구 북가좌2동,50,153,80.894205,1013986146,9400000,13.13010538,9,9394205,대재,주부
이연이,F,경기 파주시 금촌동,35,144,64.011667,1064278297,258100000,12.52968701,3,1011667,고졸,주부
김춘자,F,서울 서초구 서초3동,59,162,93.965212,1068074889,76700000,0.21553259,2,17465212,고졸,자영업
김가원,F,서울 서대문구 홍제2동,52,149,67.0125,1068825067,29800000,37.75272472,8,12500,학사,자영업
정기욱,F,전남 목포시 옥암동,59,169,78.513333,1063414125,153300000,16.69801857,3,3013333,고졸,주부
최은희,F,인천 중구 운서동,59,159,70.014167,1022809926,133200000,15.028266,3,1014167,석사,자영업
박명자,F,경기 고양시 백석동 ,44,153,62.515,1073000130,5500000,17.34818759,9,1015000,기타,자영업
이성실,F,경기 고양시 토당동,76,185,92.515833,1089853289,29100000,31.82564359,4,8015833,대재,주부
김진호,M,제주 남제주군 표선면,83,188,79.016667,1093015767,19200000,59.30465294,8,16667,전문학사,주부
이은경,F,서울 동대문구 장안1동,39,146,71.5175,1070392284,676000000,72.40844964,2,1017500,석사,무직
부미열,F,경기 고양시 마두2동,52,162,69.018333,1082425882,1800000,0.06236332,9,18333,기타,회사원
신정희,F,서울 중구 신당2동,50,158,64.019167,1067780285,324300000,39.59952583,3,19167,학사,무직
엄순이,F,부산 해운대구 우1동,59,162,82.02,1056931064,104000000,114.9243654,3,8020000,전문학사,학생
전영자,F,제주 제주시 일도동,64,159,66.020833,1047190870,7100000,9.614759604,7,1020833,고졸,주부
김생,M,경기 고양시 일산3동,53,158,59.021667,1098763236,2200000,2.583181376,7,3021667,전문학사,주부
배진부,M,경기 고양시 백석동,42,150,69.5225,1041205614,431600000,4633.088583,3,22500,석사,자영업
김옥경,F,경기 파주시 조리읍,48,155,61.523333,1061976773,90600000,116.8563325,3,8023333,석사,회사원
배정금,F,경기 하남시 덕풍동,54,152,73.524167,1067054777,81100000,125.8724544,5,24167,대재,회사원
김봉순,F,경기 남양주시 진건읍,82,178,92.525,1068612468,60200000,13.04690819,4,1025000,전문학사,주부
김상희,M,전북 전주시 덕진동1가,56,157,69.025833,1060983178,622500000,70.62182946,1,3025833,중졸,주부
이갑원,F,경기 광주시 역동,64,166,67.026667,1048159187,27300000,2.794940441,8,26667,기타,주부
김정애,F,충북 청원군 문의면,40,139,55.5275,1016302565,6900000,9.651335031,6,8027500,대퇴,자영업
정창렬,M,강원 홍천군 홍천읍,52,152,71.028333,1016258540,159100000,13.266292,4,28333,석사,무직
박덕심,F,전남 담양군 담양읍,51,149,70.269611,1035273618,41500000,13.35200254,3,10769611,기타,무직
이기섭,M,경남 거제시 신현읍,23,122,60.029167,1056186725,3400000,72.99113372,9,29167,석사,회사원
박영자,F,충북 청주시 사창동,22,123,71.03,1083454080,691100000,356.6641912,1,8030000,석사,회사원
김향자,F,충북 청주시 복대2동,41,148,71.031667,1074536458,2100000,3.344721313,7,8031667,기타,무직
정현순,F,서울 금천구 시흥4동,53,152,79.0325,1043988584,3800000,1.073622839,7,3032500,석사,주부
이상분,F,울산 중구 성안동,44,150,57.034167,1010827655,519700000,1560.014168,3,1034167,기타,자영업
김수덕,F,경기 고양시 탄현동,55,163,63.035,1023847941,52600000,7.335000489,7,35000,대퇴,무직
강재원,M,서울 마포구 망원동,76,172,86.035833,1078027515,8300000,11.98099208,9,35833,대재,회사원
나장대,M,인천 부평구 부개3동,59,155,73.162599,1043622890,236900000,17.94855243,2,4662599,중졸,주부
임정임,F,경기 고양시 일산3동,11,110,53.036667,1026342373,12400000,5.519731705,5,8036667,석사,강사
이서운,F,경북 포항시 두호동,64,163,71.5375,1017695479,25000000,27.63450821,4,8037500,대퇴,회사원
박숙자,F,경남 김해시 상동면,50,146,67.038333,1033958600,28400000,34.92212612,5,1038333,고졸,주부
진영규,M,서울 은평구 구산동,71,168,83.54,1069614484,95500000,224.4376134,3,1040000,학사,자영업
김희면,M,서울 성동구 마장동,13,113,41.541667,1085373458,5300000,41.41886981,9,41667,전문학사,무직
김이순,F,서울 동대문구 제기2동,56,163,77.0425,1078943914,34600000,52.35213925,4,8042500,기타,주부
김익수,M,서울 송파구 신천동,60,159,76.543333,1083096096,539300000,70.69842122,2,1043333,대재,학생
원주연,F,경기 포천시 소흘읍,32,130,53.487061,1083562709,100000000,125.1374948,6,1487061,고졸,회사원
박명의,F,인천 연수구 청학동,27,126,59.044167,1084183756,21100000,3.994370021,4,8044167,고졸,무직
임영희,F,충남 당진군 송악면,56,163,78.328394,1062188402,579800000,939.2622304,3,7828394,고졸,주부
김점남,F,제주 제주시 일도동,64,162,77.545,1048893968,217000000,218.9817852,2,8045000,전문학사,자영업
김상혁,M,대전 중구 유천2동,41,141,53.545833,1057374934,17800000,2.882840862,8,45833,학사,무직
정순효,M,경북 예천군 풍양면,73,178,79.546667,1068001795,70900000,319.5377744,3,3046667,초졸,주부
진봉수,M,서울 서대문구 북가좌1동,40,140,63.0475,1069136693,476300000,736.428715,2,3047500,학사,주부
박용범,M,대구 동구 지저동,56,156,79.048333,1049276620,40000000,41.61850192,7,48333,학사,자영업
이상학,M,경기 고양시 일산4동,72,170,69.549167,1023250949,13400000,0.045230048,6,49167,석사,주부
이학열,M,제주 제주시 삼도1동,40,135,61.936281,1072042934,2700000,19.66382148,7,3936281,고졸,무직
이승희,F,경기 남양주시 오남읍,67,171,79.55,1099272303,200000000,207.4854527,4,50000,고졸,무직
김종태,M,충북 청주시 봉명동,69,169,68.050833,1085055260,143100000,5.736916783,5,50833,대퇴,회사원
이경활,M,경기 용인시 마북동,67,173,83.551667,1025139819,14500000,33.84363308,5,3051667,학사,주부
추미희,F,경기 파주시 조리읍,53,151,69.5525,1034399704,55500000,7.608488825,4,1052500,전문학사,주부
김명희,F,충북 영동군 양강면,52,150,82.053333,1070566348,11700000,16.94790042,5,8053333,석사,주부
이경용,M,서울 서초구 양재동,53,160,68.554167,1016005713,342100000,402.1933114,3,54167,전문학사,무직
조덕재,M,서울 은평구 신사동,51,154,68.555,1058672778,55300000,80.20909481,4,1055000,전문학사,무직
김평순,F,충북 괴산군 청천면,38,133,63.055833,1034185042,23500000,1.382268948,4,8055833,대퇴,주부
지준자,F,경기 시흥시 대야동,48,155,70.556667,1066033935,3800000,0.024944197,3,8056667,석사,전문직
이신균,F,서울 양천구 신월7동,35,144,55.5575,1097400529,19600000,23.78562838,8,57500,기타,회사원
김권규,M,울산 울주군 범서읍,48,153,68.558333,1094374405,9600000,10.37578724,9,58333,기타,자영업
김순일,F,강원 속초시 교동,54,159,84.559167,1065994275,719900000,761.1948189,1,8059167,기타,자영업
이정화,F,서울 은평구 갈현동,40,137,76.56,1091678911,12400000,44.70820684,5,8060000,학사,자영업
신덕임,F,서울 강남구 개포1동,68,175,72.560833,1036815992,15300000,32.46987517,9,60833,학사,회사원
김득만,M,경기 의정부시 장암동,64,171,77.91933,1011490449,11100000,3.241289473,8,1919330,학사,무직
박영준,M,서울 중랑구 신내동,21,129,61.561667,1017247072,92200000,100.7269382,6,61667,대재,회사원
양정자,F,서울 은평구 구산동,42,149,83.04835,1030557263,369200000,65.01380399,2,9048350,고졸,학생
정규열,M,경기 고양시 화정동,63,170,65.0625,1079289880,12000000,3.483160515,8,62500,고졸,무직
이영숙,F,경기 고양시 일산3동,77,185,84.563333,1043098099,51500000,71.80052003,3,8063333,학사,자영업
홍성희,F,인천 서구 마전동,52,154,80.745104,1073389949,4000000,0.006098295,3,9245104,학사,강사
배선복,F,대전 서구 둔산동,56,165,79.064167,1065087774,29300000,109.0492247,4,8064167,대재,자영업
김화선,M,경기 파주시 탄현면,61,162,78.565,1058061216,14800000,60.26524853,7,1065000,기타,회사원
정성녀,F,서울 마포구 망원동,55,163,82.565833,1062809386,1800000,0.191836954,6,8065833,해외유학,회사원
이한여,F,경기 파주시 조리읍,43,146,62.152045,1041922245,2900000,4.932073444,9,1152045,대재,자영업
강신욱,M,경기 고양시 가좌동,25,124,60.066667,1034487800,132000000,6.477707681,5,66667,석사,자영업
장재영,F,대구 달성군 옥포면,25,128,58.183435,1061161051,3800000,4.027621001,6,11183435,고졸,자영업
진병흠,M,경기 고양시 백석동,43,153,52.069167,1047940967,13700000,3.316760827,7,1069167,기타,주부
최향근,F,충북 청주시 분평동,64,167,67.040492,1096868646,44800000,10.71521168,4,3040492,대재,자영업
김규희,F,서울 은평구 불광3동,43,144,62.785183,1082787490,11200000,1.810883604,6,2285183,석사,무직
최순천,M,경기 고양시 대화동,44,152,56.570833,1090363260,11700000,12.65587276,7,1070833,학사,자영업
이연순,F,울산 남구 야음2동,25,135,61.904819,1056813656,274100000,34.18964614,4,1904819,고졸,무직
박용근,M,경기 군포시 산본동,38,133,52.071667,1024644264,55700000,59.2806711,6,71667,학사,주부
손상열,M,서울 노원구 중계4동,61,169,60.5725,1098582361,82100000,90.69598397,5,72500,고졸,자영업
조재덕,M,전남 순천시 해룡면,52,152,60.443999,1087908029,116600000,1906.163152,4,3943999,대재,주부
박옥단,F,인천 연수구 청학동,22,118,57.752161,1085179093,3600000,6.133673184,6,10252161,대퇴,자영업
정미자,F,경기 파주시 월롱면,53,150,66.074167,1079518466,17400000,2.991248021,8,74167,학사,주부
손이엽,F,충북 충주시 용관동,80,189,89.443892,1021019406,19100000,7.839589682,3,11443892,학사,주부
김정진,M,서울 은평구 갈현2동,45,147,59.075,1080171942,55000000,103.4748744,3,3075000,대퇴,전문직
홍정자,F,서울 성북구 길음동,47,148,63.575833,1032437526,811300000,2455.188943,1,8075833,고졸,주부
차순섭,F,경기 남양주시 와부읍,56,166,81.076667,1056998584,69200000,9.694346501,3,8076667,고졸,자영업
조정재,F,경기 고양시 화정2동,53,154,63.0775,1037550712,184300000,70.60823845,3,1077500,대퇴,자영업
유숙경,F,인천 부평구 부개3동,60,155,77.809633,1070356987,22400000,4.682941841,4,9809633,초졸,자영업
박차분,F,부산 수영구 광안4동,50,152,65.078333,1023626834,10900000,22.11680106,9,78333,석사,자영업
손화치,M,제주 제주시 연동,68,163,82.579167,1050182730,15200000,3.383629201,8,79167,석사,주부
송윤호,M,강원 홍천군 서면,44,143,69.08,1084690342,36300000,61.8898395,7,80000,중졸,자영업
김영임,F,경기 고양시 화전동,29,127,60.080833,1076745618,19800000,0.855259731,5,1080833,대재,주부
지치수,M,경남 김해시 내동,47,155,55.5825,1062665970,366600000,2499.931808,3,82500,고졸,주부
김영숙,F,경기 고양시 백석동,75,180,79.508333,1072522883,48200000,73.24504418,4,1008333,기타,주부
우옥순,F,경기 고양시 대화동,34,135,59.509167,1067021106,911300000,1.203873341,1,8009167,석사,무직
양재도,M,서울 영등포구 신길6동,30,127,48.71053,1089641660,52000000,103.3540373,6,1210530,고졸,자영업
안상호,M,서울 서초구 서초4동,53,158,76.01,1021992918,64900000,948.2342972,7,10000,고졸,주부
김종환,M,서울 양천구 목5동,24,121,42.320267,1081085651,43800000,56.0881942,7,1820267,석사,무직
정례호,F,서울 강동구 길1동,38,140,72.60304,1088590336,18200000,2.29683689,4,10603040,석사,주부
김복식,M,경기 고양시 성사동,64,167,64.510833,1080612352,206400000,227.4866473,4,10833,석사,자영업
