이름,성별,연령,휴대폰번호,신용대출한도 ,신용등급
박서현,F,60,1058017280,34500000,4
송월순,F,60,1067426206,2600000,7
송은애,F,53,1035836006,14500000,9
김태인,F,59,1032445043,2800000,7
최창순,F,64,1038628485,15400000,4
석명순,F,74,1096087912,29100000,4
진종구,M,38,1068950853,120400000,4
정인경,F,69,1095821708,110100000,3
이언남,F,43,1095090953,82200000,3
최원숙,F,32,1036888405,19200000,4
권영순,F,69,1024869264,20900000,4
서막예,F,40,1080820828,24300000,4
황승연,M,59,1022665119,9400000,8
임경남,M,81,1089237845,74800000,6
한미숙,F,45,1017794774,47200000,3
방충근,M,54,1057224428,52700000,6
안영순,F,54,1082449422,12900000,4
김영식,M,64,1080875107,15700000,4
박혜숙,F,81,1087464288,4700000,7
박창우,M,39,1050203710,7500000,7
김말심,F,60,1035232173,8400000,6
이상미,F,65,1082049489,14500000,4
박은화,F,71,1081302751,15700000,9
정석건,M,54,1090292660,3100000,9
이광진,M,67,1098424120,48200000,7
이영옥,F,68,1043958743,183600000,2
권영희,F,59,1059312287,290500000,2
황국식,M,64,1053779172,108300000,6
최경숙,F,72,1090417161,16700000,8
성숙자,F,61,1054648085,18900000,4
유병균,M,61,1061152793,36800000,7
김정옥,F,66,1046957513,78300000,2
박정분,F,62,1091054654,52500000,3
김수양,M,65,1082212538,310900000,3
조희성,F,32,1073905080,2300000,7
장문호,M,55,1070054440,13300000,5
민원용,M,65,1017700586,781800000,2
주은숙,F,62,1042506179,119100000,3
박경희,F,40,1079913829,176300000,2
김평환,M,32,1089203885,114500000,4
정송자,F,29,1080295811,78400000,3
고춘화,F,60,1091905042,18800000,4
장재혁,M,60,1087605193,18000000,8
채정수,F,58,1092278721,18500000,4
이남례,F,70,1016317828,49800000,3
허옥련,F,61,1077709996,12600000,8
박상길,M,59,1045462658,4500000,9
임명숙,F,66,1029030393,9800000,4
조미연,F,72,1020661930,5800000,6
배석술,F,74,1026964226,359400000,2
홍용상,F,64,1035195074,28200000,4
손현배,F,70,1094707355,42400000,3
이진숙,F,68,1039771020,29000000,4
유경례,F,42,1081056363,3100000,9
이상례,F,48,1020327967,851600000,3
김갑순,F,52,1039730077,207900000,2
한남채,M,65,1031676307,16300000,8
표성준,M,50,1072029348,68600000,3
윤춘경,F,63,1078743234,18100000,4
강선미,F,46,1013952450,5000000,6
김종옥,F,70,1019582728,3100000,7
이태실,F,60,1022546867,859200000,1
김형일,F,30,1010758940,2200000,7
전경숙,F,45,1093298043,4900000,8
유영옥,F,82,1073053265,7200000,6
서정례,F,51,1072995321,6400000,5
최옥분,F,58,1030764564,470200000,2
강미자,F,55,1034553974,2200000,6
정덕재,M,73,1036205864,76500000,4
김홍순,F,50,1092147311,23700000,7
문칠례,F,79,1052721896,25800000,4
홍철기,M,36,1026051877,6600000,9
신갑순,M,60,1013483537,1300000,7
전광석,M,59,1088957777,74800000,6
이기윤,F,62,1016373833,43800000,3
정찬영,M,51,1051803714,11200000,6
유지현,M,45,1078674745,10800000,6
주영희,F,48,1052166657,100600000,4
권규석,M,51,1052162837,18700000,7
박현미,F,43,1033155124,48700000,3
박옥송,F,38,1025465180,36200000,4
박진희,F,37,1019959199,48300000,3
선영자,F,52,1093373181,234000000,3
김길순,M,62,1036246748,13200000,7
심정순,F,67,1059738111,95800000,3
유상범,M,63,1052935485,380500000,2
이문혁,M,38,1035861590,18500000,6
정인남,F,67,1066108531,40500000,7
신흥식,M,12,1088909332,68400000,6
유영진,M,44,1087820453,15100000,4
강숙경,F,67,1071232347,41100000,3
윤영봉,M,52,1092431092,8600000,6
김익진,M,47,1077078831,410100000,3
권병수,M,59,1013518638,537200000,2
김형곤,M,54,1025489868,210800000,4
최재원,M,72,1052375973,25600000,4
유용종,M,66,1076824487,3000000,10
박숙자,F,52,1041871871,1900000,6
윤명옥,F,41,1060008876,6700000,9
김청애,F,74,1017336553,34000000,4
정현순,F,53,1043988584,3800000,7
박용근,M,38,1024644264,55700000,6
김영호,M,53,1042309271,369400000,4
윤영석,M,49,1070603523,57100000,4
김정숙,F,64,1091356848,5900000,9
김범육,M,40,1098356509,21600000,8
김판섭,M,53,1094455894,4300000,8
김경기,M,40,1050912210,25800000,7
김영숙,F,40,1062413253,30900000,3
이동숙,F,9,1078339187,97300000,6
허미연,F,37,1084188409,3800000,7
오정수,M,50,1074129257,761100000,2
이영재,M,62,1050069668,524200000,3
안인수,M,66,1041963093,142900000,3
양택승,M,72,1045406571,3500000,8
이병식,M,66,1038119187,3900000,9
강경선,M,59,1022296793,11800000,5
김영환,M,75,1025066042,43000000,7
지은주,F,56,1080849941,1100000,9
조용진,M,54,1064843206,2600000,10
조미영,F,52,1092180231,285900000,2
류제빈,M,63,1063692049,255800000,4
나종화,M,64,1061543710,2900000,10
이강희,F,68,1068034020,2700000,4
이창식,M,33,1021135010,5500000,6
박호재,M,60,1086732652,36000000,4
김은혜,F,43,1054712847,50200000,3
심옥례,F,53,1078417900,60500000,3
금영금,F,23,1093610308,21800000,4
김규남,F,60,1055406595,23600000,8
박병홍,M,66,1018753192,8600000,9
이태우,M,34,1075890665,13000000,6
박진순,M,57,1074262311,37100000,4
김인덕,F,57,1084191836,2900000,8
정옥분,F,53,1024805093,6700000,7
조익희,M,66,1024884120,22300000,4
윤근수,M,47,1011607898,3000000,8
방옥환,F,52,1017090040,87500000,3
양명란,F,41,1069648635,352100000,2
이정희,F,68,1088949218,7600000,9
최말연,F,61,1045129097,17900000,4
조형설,M,62,1031904972,2100000,10
남윤희,M,52,1036485367,13300000,5
정철,M,56,1035233627,29400000,4
정휘선,M,48,1016020841,53900000,3
장석순,F,65,1068839452,271300000,2
오철균,M,72,1056867545,148800000,4
남순이,F,47,1081589701,18900000,7
유승철,M,45,1098439710,40600000,6
류기열,M,52,1037068477,28600000,5
김상근,M,68,1033259692,565200000,3
이인철,M,72,1046247977,96800000,3
박명심,F,82,1035878178,63300000,3
이혜숙,F,78,1030619356,8200000,3
이홍엽,F,70,1079656156,890500000,2
안경순,F,67,1055621721,12300000,4
선정예,F,66,1050099147,155100000,3
오수길,M,27,1017189078,839100000,1
박보현,F,32,1075612138,420500000,3
윤상배,M,59,1064936268,23300000,5
유영숙,F,54,1014797683,409400000,3
김형순,F,72,1051502620,35300000,4
최진우,M,62,1021801837,410900000,2
강영순,F,22,1082980026,10700000,5
김경숙,F,36,1058381346,64300000,3
김정자,F,61,1033128387,347800000,4
송점임,F,56,1025439727,794600000,3
도진숙,F,61,1032763813,3500000,8
조혜옥,F,67,1098029717,12200000,5
송기흥,M,41,1099366511,14400000,6
정헌예,F,57,1025164292,5900000,6
홍성기,M,54,1098478298,676200000,2
김형태,M,14,1096890759,1400000,10
유헌종,M,48,1039449387,25200000,5
심인숙,F,53,1017513254,1900000,3
김금덕,F,32,1024140235,3900000,9
진옥례,F,59,1076369225,151200000,4
박영권,M,27,1010203184,23900000,8
박효숙,F,72,1087445354,46900000,7
손기선,M,67,1052204241,7300000,7
백미자,F,58,1072431935,16000000,4
유덕열,M,66,1011888575,39400000,7
이인숙,F,35,1046505076,78900000,4
김정훈,M,61,1039378591,18800000,6
정미숙,F,47,1014307742,6700000,6
최연규,M,48,1077150598,72100000,3
이문숙,F,47,1071978141,6000000,9
정영일,M,62,1090383495,23900000,5
전봉선,M,58,1039136511,24500000,7
김재균,M,45,1075152682,12900000,8
이광녀,F,71,1044991997,18500000,7
임재분,F,72,1042518377,30000000,5
김강언,M,57,1043841978,45800000,4
이광원,M,61,1013666902,10800000,7
이도삼,M,62,1013894645,4300000,9
윤용수,M,32,1074802705,12400000,7
제웅란,F,37,1064183007,28900000,8
박정희,F,50,1052816277,3100000,8
이희구,M,69,1041548146,2100000,9
김점남,M,55,1017683014,28100000,4
한홍량,M,64,1047748672,19300000,7
송광자,F,54,1013814898,55500000,3
강일용,M,63,1047643637,26100000,7
이순예,F,67,1015657614,250500000,2
이진숙,F,62,1085085887,14800000,4
박순진,F,36,1056332900,31500000,6
박정순,F,42,1081010477,272300000,2
김영희,F,47,1012870864,60300000,3
유원숙,F,55,1068234807,14200000,5
김태환,M,79,1048869232,53700000,3
송종국,M,58,1063630654,11000000,5
김형국,M,47,1077899229,74300000,4
문희라,F,54,1035044071,82500000,3
전정희,F,69,1023702868,15300000,5
박순분,F,19,1049239255,886000000,1
김용석,M,62,1053168023,50500000,4
정두영,M,33,1074068729,13300000,8
정봉자,F,58,1057821506,11500000,2
김영실,F,74,1058435606,290300000,2
김득광,M,61,1048737742,19200000,7
박정자,F,65,1052642095,12400000,5
이경종,M,49,1018477997,3700000,9
박연옥,F,43,1028219742,12300000,4
최기옥,F,4,1046259928,169000000,4
정용구,M,40,1012832179,26600000,4
송숙자,F,69,1094626523,27900000,4
유인명,M,40,1032314527,710600000,3
김병환,M,41,1015605926,68700000,4
윤재윤,F,66,1014211888,229300000,2
엄미경,F,72,1075110932,5500000,6
임노길,M,69,1076637225,834300000,3
남승목,M,33,1052237753,2700000,9
이경희,F,52,1039531103,22300000,6
신명숙,F,43,1055622760,278300000,2
조경진,M,42,1077338845,5200000,4
김옥년,F,61,1058591634,3100000,9
한인수,M,51,1021676518,506700000,3
유화자,F,47,1059657023,25300000,4
양승자,F,52,1040585471,1000000,9
박명녀,F,18,1063410094,164200000,5
김일태,M,60,1089646775,491600000,2
이지화,M,65,1036941728,249400000,4
유상철,M,46,1064924865,78300000,3
조내성,M,60,1072880407,16100000,6
장일선,M,69,1081706308,3400000,8
최황옥,M,57,1071459057,46900000,7
최칠길,M,63,1090733384,2500000,10
조남선,F,57,1054945142,179400000,4
이정은,F,45,1079994782,1700000,2
김순남,F,51,1034321919,42300000,3
윤인선,M,50,1010635738,41500000,6
조창식,M,54,1097158670,3500000,7
김윤수,M,34,1015978609,98400000,6
황돈희,M,59,1063389363,57700000,4
김학선,M,47,1080083699,578900000,3
최초로,F,47,1082870237,523500000,1
이상봉,M,61,1078763875,3900000,3
연명화,F,61,1068269723,72600000,3
배경애,F,61,1077300119,41500000,3
김영섭,M,52,1012308625,35800000,7
김옥순,F,54,1069301451,47200000,3
박애향,F,60,1038163471,1700000,7
김진선,F,44,1035486895,5300000,5
구자천,M,43,1079214746,3300000,8
박준용,M,45,1023858959,63200000,5
강순자,F,37,1037961424,16200000,7
유봉자,F,40,1032420343,3700000,6
김용섭,M,81,1011262968,42800000,3
박두지,F,68,1085605278,32000000,4
강완식,M,42,1053566663,17900000,7
강석모,M,31,1066703645,2200000,7
한성태,M,60,1016960986,89300000,5
이일순,F,76,1049247610,92400000,3
안향옥,F,75,1065713945,22600000,4
권재황,M,66,1022278345,209800000,4
윤정열,M,51,1077935742,19700000,4
권인택,F,61,1075471046,341200000,2
강희복,M,53,1059243423,2200000,8
천여환,M,51,1072480081,54100000,4
서원화,M,49,1020573307,155500000,3
남귀우,M,60,1077147777,44700000,4
김현애,F,68,1050155719,236500000,2
김영옥,F,64,1027175889,67700000,3
박정순,F,58,1096716933,2600000,10
김경례,F,52,1053739043,31700000,7
김진해,M,65,1038329484,6300000,7
김우현,M,70,1020269738,37700000,7
정정환,M,66,1070642698,194100000,2
임창순,M,66,1037388072,4200000,9
김영미,F,46,1051245115,38500000,4
심황섭,M,73,1013663180,309400000,3
김진열,M,69,1020184065,16300000,8
이연주,M,40,1025809107,29700000,7
박장명,M,70,1063244422,3700000,5
김해관,M,57,1079742824,10300000,9
임봉택,M,45,1024716214,89500000,4
함철호,M,14,1030148988,41300000,7
허순자,F,36,1030771226,745000000,1
정귀남,F,59,1067210935,11400000,5
고용국,M,61,1080092639,3600000,9
여말애,F,42,1014627239,37700000,4
임옥주,F,54,1054862560,29000000,4
이규태,M,41,1060387207,323000000,3
조인숙,F,70,1084719812,95800000,4
한상호,M,43,1075451779,3100000,6
신영단,F,48,1050415974,37500000,4
예정자,F,62,1045429818,52100000,4
우정민,F,42,1058787196,67100000,6
권갑도,M,78,1053665135,321600000,3
곽창온,M,70,1036413668,9500000,6
김흥기,M,63,1012549261,5700000,9
김명숙,F,65,1085695468,156700000,3
김소자,F,49,1038456019,45400000,5
이은자,F,50,1095521134,2900000,9
최금녀,F,30,1098381520,37300000,4
김정자,F,52,1039832565,11200000,8
송현옥,F,56,1039208393,15900000,8
신순녀,F,33,1021118583,24700000,8
김광현,M,67,1087041032,38000000,7
문계순,F,66,1043154403,263100000,3
이국헌,M,63,1011711975,72100000,6
김광은,M,43,1042422608,4700000,9
김미자,F,49,1094762595,784100000,1
설정숙,F,41,1063893606,563300000,1
허진구,M,68,1056627764,86800000,3
오경식,M,71,1016849599,209000000,3
이정숙,F,29,1010243220,7100000,9
박영순A,F,81,1055357526,585200000,3
신종락,M,70,1057526385,4800000,4
박원배,M,64,1052388380,17400000,7
심일남,M,42,1018356575,1100000,9
정서희,F,74,1073536415,31000000,4
김영애,F,17,1098290719,3700000,8
나죽자,F,53,1091674172,52800000,5
최영숙,F,57,1081241911,1300000,10
최순택,M,72,1028344689,24500000,7
최숙희,F,50,1012029633,644400000,1
장재운,M,44,1065687071,459800000,3
황충남,M,63,1051855810,31700000,6
김형렬,M,54,1026627122,330100000,2
강병순,F,51,1021303028,5500000,6
이정순,F,70,1081903577,23600000,8
전성금,F,20,1047230976,69500000,3
김구웅,M,43,1060580494,109500000,5
이주석,M,62,1078752479,45100000,6
임정은,F,47,1025847115,9000000,6
이해주,M,41,1068464521,698600000,3
김상기,M,62,1037477585,5700000,7
정진범,M,60,1043030094,536500000,2
김오심,F,52,1097455058,10000000,5
최기문,M,58,1095864536,50500000,6
노추자,F,52,1012412947,2800000,6
김영기,M,54,1039275317,629200000,2
한무웅,M,64,1073542803,474800000,3
이순봉,F,39,1043800420,18600000,4
문소근,F,65,1077073446,3900000,9
정종열,M,55,1014918277,46400000,2
정옥자,F,47,1028500314,47500000,3
권학노,M,62,1054300210,347500000,4
박병발,M,59,1091717182,570800000,3
장성욱,M,48,1046806105,19600000,7
박영옥,F,60,1042360727,46700000,3
장추근,M,50,1016051014,69400000,4
오재영,M,36,1064033579,46100000,6
김순녀,F,60,1072881553,4800000,8
김재율,M,30,1097398122,1200000,9
권창무,M,66,1031789048,3500000,9
김수복,F,72,1020887482,3500000,8
김충순,F,50,1031032332,36100000,3
이해기,M,56,1016253208,388500000,3
권중태,M,36,1058469559,13500000,4
김종남,F,63,1024452693,2300000,9
조덕호,M,41,1070105210,137400000,3
정록관,M,48,1065222259,41100000,6
박은열,M,70,1050848827,6100000,6
안중배,F,67,1093141057,10300000,5
황규한,M,52,1048780676,478300000,3
장인숙,F,65,1042678517,249300000,2
황수환,M,57,1092793824,713400000,3
오상운,M,42,1066194419,953700000,3
박용길,M,47,1053301858,159500000,3
권은옥,F,70,1025461816,14500000,4
황서영,F,53,1050930146,659100000,1
이연자,F,49,1094023468,67000000,6
박양근,F,65,1062130632,123100000,3
김연자,F,69,1030059719,6200000,7
반운용,M,62,1035631086,1400000,10
윤재성,M,78,1017966660,5400000,3
최남숙,F,66,1039946636,33900000,4
이대엽,M,69,1099817208,162100000,3
박옥부,F,52,1011131731,30700000,4
정돌이,M,55,1093914978,10400000,7
민성연,F,45,1045993832,24200000,8
강득수,F,41,1051579123,558400000,3
유대근,M,36,1040099895,11500000,9
민혜정,F,38,1045380427,477800000,2
한세준,M,67,1092170743,3000000,6
이명수,F,65,1014891884,26300000,7
강재식,M,42,1047967980,590700000,3
김형열,M,67,1019704966,6700000,7
이경연,M,58,1055394559,2900000,4
조길자,F,53,1042107555,52300000,3
최혜경,F,61,1039355955,73600000,3
변귀정,F,57,1083132294,12500000,6
이흥숙,F,60,1066867147,41000000,7
이경순,M,58,1012209756,4200000,9
김변구,M,58,1042280486,3100000,8
정윤숙,F,49,1064700936,153800000,4
노향자,F,74,1058393724,102700000,3
가재이,F,77,1073210596,3000000,7
황의덕,F,42,1078495474,72300000,6
피죽자,F,77,1061012415,3700000,5
최한영,M,70,1090920125,39000000,4
박태준,M,58,1052907879,73300000,3
박원병,M,41,1069521577,3600000,8
심재분,F,61,1097985981,44600000,7
남병무,M,63,1016140678,10200000,6
김옥숙,F,78,1082926055,3400000,10
조봉순,F,60,1061813317,3700000,8
송명호,M,62,1058238166,13400000,6
황재연,M,57,1067515026,686000000,3
김점평,M,62,1037498961,503600000,3
우부호,F,67,1061415613,2200000,6
김화순,F,41,1016777870,700500000,1
정재란,F,46,1092479579,103000000,3
권영숙,F,66,1017946754,1800000,7
성기복,M,68,1015240121,3900000,9
이상익,M,57,1017261150,3300000,9
이은미,F,68,1097541893,59200000,6
양희천,M,68,1076316621,12200000,8
고병오,M,61,1077792724,7700000,6
권미숙,F,45,1068232246,39900000,3
양복심,F,76,1079284159,53100000,6
김봉애,F,53,1065223631,233300000,2
김규수,M,59,1095527158,14200000,7
주윤실,F,57,1056064436,2400000,4
노남호,M,49,1020665842,48800000,4
김종민,M,54,1021500579,5800000,7
서미자,F,52,1057527320,49800000,3
박찬영,M,70,1028673545,21000000,8
유성복,F,59,1012243075,74600000,3
김태진,M,74,1054636726,26900000,7
오금희,F,65,1040200059,20100000,2
노정화,F,53,1052894870,32800000,4
곽윤선,F,41,1045353591,10700000,4
함호영,M,63,1018812979,3800000,9
정신옥,F,23,1084551942,6900000,9
윤무웅,M,53,1097001444,57300000,7
정재복,M,75,1039469832,203800000,4
홍경자,F,32,1046178220,212400000,4
이선미,F,52,1079783657,656900000,1
정선자,F,65,1099648599,711500000,1
이해숙,F,38,1066414306,156800000,3
정영철,M,47,1051835095,4300000,7
김병숙,F,45,1028826622,332500000,4
김재천,M,60,1045516232,274400000,3
이정근,M,62,1031565933,3000000,7
전응철,M,75,1062245047,72200000,4
김백기,M,37,1049550306,182000000,4
김영선,M,47,1059203866,3500000,10
장금옥,F,61,1069020255,258900000,2
이현옥,F,61,1083581680,39900000,7
이영화,F,78,1015862972,19800000,7
허병규,M,44,1017712711,13800000,6
최정희,F,72,1066444009,3000000,7
김정준,M,45,1017055835,3900000,9
공기식,M,44,1088739557,6100000,9
김의남,M,25,1025954391,30800000,5
이재두,M,44,1065345617,22500000,8
박종운,M,49,1068233573,1500000,8
김하경,M,62,1087964058,10300000,7
김순덕,F,43,1093528671,4800000,6
임영수,M,66,1024495064,174700000,4
정은경,F,50,1064993294,1100000,7
박영미,F,62,1050655292,37200000,4
최춘희,F,67,1047280664,29800000,4
김백운,F,40,1035977252,1800000,10
박미옥,F,70,1088426314,68300000,3
이지단,F,41,1097093518,7300000,6
지정자,F,42,1098976933,74700000,3
이범환,M,52,1042041596,215900000,3
전용문,M,74,1084173657,35600000,3
김흥태,F,61,1021586082,19400000,4
김경자,F,53,1088884676,55400000,4
주진철,M,26,1052188572,27000000,8
심상인,M,46,1075923619,97600000,6
김연자,F,76,1089384661,16700000,4
황승주,M,61,1029927760,45900000,4
김영진,F,51,1024660347,22600000,4
민규홍,F,57,1097439192,2800000,8
박정치,M,32,1036021530,33500000,7
이정택,M,48,1044500223,595800000,2
박용각,M,46,1010756483,674900000,3
