이름,주소,신장,체중,휴대폰번호,학력,직업,월소득
윤석준,강원 평창군 대화면,161,61.6,1063386062,이학박사,자영업,74167
김문종,서울 강북구 수유3동,160,71.6,1059344113,학사,자영업,50833
박명우,인천 남동구 구월3동,147,57.6,1020176307,중졸,학생,8073333
최창암,경남 마산시 회원2동,163,62,1043593420,초졸,자영업,1024167
박영자,경기 파주시 조리읍,142,69.1,1098355281,대퇴,학생,8077500
반채일,경기 의정부시 의정부3동,141,62.6,1073867515,학사,자영업,51667
신성순,경기 부천시 원종2동,141,56.1,1023887185,기타,무직,78333
박순녀,경기 고양시 마두동,159,71.1,1073311598,학사,학생,1053333
유경옥,서울 강남구 개포2동,167,64,1021238878,학사,무직,8333
김정화,인천 남동구 간석2동,142,74.5,1027734987,전문학사,회사원,8011667
윤신덕,서울 구로구 신도림동,183,81,1042613366,석사,강사,17500
이근수,서울 강북구 수유1동,132,71.4,1079459227,고졸,무직,5863777
이대봉,인천 중구 항동7가,146,66.5,1043582850,기타,주부,1025833
조병기,서울 서초구 방배2동,157,76.6,1051243087,기타,주부,1069167
김영식,경북 경주시 성건동,114,40.5,1047086421,대재,무직,39167
김한나,인천 남동구 만수6동,152,73.5,1047412044,대재,전문직,5034167
최영숙,경기 고양시 행신3동,165,75.1,1095454277,고졸,주부,1052500
배금숙,경기 용인시 이동면,148,68.5,1015873482,고졸,자영업,8020000
서정은,서울 송파구 오금동,170,76.9,1044199241,석사,회사원,1902706
이석우,서울 양천구 신월7동,167,87.5,1091612746,대퇴,무직,8003570
엄재묘,인천 계양구 작전2동,180,68.6,1059210991,석사,무직,1052364
유병옥,부산 서구 남부민동,162,79.1,1095795465,고졸,무직,1555328
내의정,인천 서구 당하동,151,67.5,1042775293,대퇴,자영업,8045000
배연휴,경기 용인시 구성읍,166,79,1026963657,학사,회사원,1048333
이연우,서울 동작구 신대방동,167,79.5,1032665746,해외유학,자영업,3032500
백분옥,서울 양천구 신월4동,157,71.6,1080684273,석사,주부,65000
이길성,서울 구로구 고척2동,160,70,1081933922,기타,주부,1038333
윤은숙,전남 보성군 율어면,181,91.1,1025381889,석사,자영업,11058846
이지연,경기 안양시 갈산동,156,84,1088014374,학사,주부,8045833
황영주,경기 수원시 파장동,158,68,1065762839,대재,주부,46667
이순녀,서울 은평구 불광3동,175,69.6,1013061057,전문학사,강사,61667
이기홍,서울 양천구 목동,161,54.1,1072922946,학사,주부,69167
지정자,경기 고양시 주엽동,144,64,1098976933,기타,회사원,8025833
이범환,강원 평창군 진부면,154,62.5,1042041596,대퇴,주부,1027500
한상준,서울 동작구 상도동,179,71.6,1043336016,학사,주부,1071667
하인숙,경기 안산시 사1동,146,70.5,1080684424,석사,학생,9545216
김재호,인천 남구 주안4동,164,78.5,1041571865,석사,자영업,3505461
이석순,경기 김포시 장기동,159,75.8,1077118416,대퇴,자영업,2279359
김양순,경기 시흥시 은행동,167,82,1034752966,초졸,강사,8048333
성수열,서울 동대문구 장안2동,133,62,1028486187,학사,회사원,7023333
조대래,서울 서초구 잠원동,155,68.1,1087599446,학사,회사원,2097380
백은선,강원 인제군 기린면,131,66.1,1012742667,학사,무직,8080833
임희택,서울 강서구 마곡동,149,63.1,1087311594,대재,자영업,1075000
박희순,경남 거제시 신현읍,153,74.6,1037662492,고졸,강사,1081667
이종수,서울 동작구 신대방동,169,66.6,1018055920,대재,주부,1060000
한종수,경기 고양시 성사1동,169,87.5,1074796943,석사,강사,3037500
남중일,서울 강서구 내발산2동,141,53.6,1075312934,초졸,계열사직원,1065833
권계근,경기 고양시 탄현동,141,62.1,1095350586,고졸,주부,76667
이광연,경기 파주시 교하읍,171,83,1039490124,학사,강사,1026667
김삼순,경기 고양시 백석동,132,68.6,1069105490,대퇴,학생,8066667
양명숙,경기 고양시 행신2동,155,58.5,1079358960,석사,계열사직원,1037500
주효복,경남 통영시 봉평동,154,69.5,1076208990,고졸,자영업,3039167
이순애,경기 화성시 반송동,169,81,1077813995,학사,주부,8047500
이동찬,경남 거창군 거창읍,153,72.5,1041081840,대재,회사원,40833
방인규,서울 동작구 사당3동,164,69.9,1050554965,학사,자영업,924087
손영현,경남 남해군 이동면,165,72,1037047155,학사,자영업,1953600
우덕수,충북 충주시 호암동,149,73,1047506511,대퇴,자영업,1026667
진경희,인천 남동구 간석4동,145,82,1042456556,대재,자영업,8996170
이미향,서울 강남구 포이동,171,85.1,1089461234,고졸,전문직,8064167
이순예,인천 부평구 산곡3동,162,89.5,1099457810,기타,계열사직원,8023333
박준신,대구 수성구 만촌1동,138,52.6,1018725640,석사,무직,1079167
임숙자,경기 파주시 교하읍,163,84,1031715785,전문학사,무직,8036667
김정수,경기 고양시 마두1동,170,81.6,1056004940,학사,자영업,52500
김경애,전남 여수시 신기동,170,88.1,1061231639,공학박사,강사,8066667
민홍일,서울 영등포구 대림3동,174,85,1019789228,고졸,자영업,1011667
이순호,경기 고양시 마두동,156,70.1,1054365626,석사,주부,3082500
유형준,경남 김해시 구산동,165,70,1014954244,학사,자영업,20833
김재구,경기 고양시 마두동,154,69,1083492343,학사,자영업,1020000
김형중,경기 안성시 대덕면,153,69.5,1059736701,학사,강사,1015833
남명춘,경기 고양시 마두동,156,73.5,1043139567,석사,회사원,8046667
심경옥,경기 고양시 탄현동,178,77,1057699014,학사,학생,46667
김재율,전남 담양군 수북면,127,52.5,1097398122,대퇴,회사원,1023333
신예숙,울산 북구 연암동,153,80.1,1069220131,고졸,회사원,8065833
안영춘,경기 안산시 원곡동,167,76.4,1017424365,고졸,학생,1940981
최주연,경북 칠곡군 북삼읍,167,93.1,1032874249,중졸,강사,9111483
방한기,대전 서구 도마동,165,58,1093438258,전문학사,자영업,1016667
이일랑,인천 계양구 병방동,165,83.8,1041115743,학사,전문직,3261685
윤진옥,경기 고양시 탄현동,170,87.6,1044834204,대재,자영업,8051667
오현숙,서울 동작구 사당3동,164,74.6,1038112205,이학박사,학생,8064167
오한근,경기 고양시 성사동,168,72.5,1021569336,석사,주부,13333
김근호,서울 용산구 효창동,164,78.1,1058245522,학사,회사원,1078333
문명일,대구 수성구 만촌동,167,71,1082488137,석사,자영업,27500
허광옥,전남 순천시 조례동,150,67.2,1015488807,석사,무직,8232192
이종욱,대구 동구 방촌동,165,75.1,1019320240,고졸,무직,70000
김병채,경기 김포시 양촌면,148,62,1054998556,대퇴,무직,8333
박주현,서울 서대문구 홍은동,164,69.5,1069992573,대퇴,자영업,8333
최은희,인천 중구 운서동,159,70,1022809926,석사,자영업,1014167
이기철,전북 정읍시 신태인읍,142,66.5,1087933798,고졸,자영업,1011667
김추월,서울 양천구 목동,170,86.7,1041165112,고졸,주부,2675655
고춘,대구 북구 산격1동,143,95.9,1050121843,대재,무직,24419983
김영만,대전 대덕구 비래동,140,64,1019214957,대재,자영업,13333
나종열,서울 금천구 시흥본동,180,70.7,1078292884,대재,회사원,4698482
김성신,인천 남동구 구월2동,150,70.8,1018027005,대퇴,회사원,9323105
이효권,경기 안산시 본오2동,144,66.6,1083521060,학사,주부,78333
김인호,경기 시흥시 은행동,165,79,1011480194,기타,주부,3033333
김정현,서울 서대문구 홍제2동,126,49,1086943780,석사,무직,1041667
박하영,대전 유성구 반석동,159,74,1096321944,고졸,학생,1049167
강신남,경기 파주시 탄현면,167,80.5,1033226405,학사,주부,33333
유용준,서울 마포구 공덕동,150,71.5,1076131064,학사,회사원,30000
한정금,서울 도봉구 방학1동,155,58,1097843830,고졸,무직,1042500
나순천,경기 남양주시 퇴계원면,175,69.1,1084679120,대재,자영업,80000
이기옥,경기 고양시 성사동,141,57.5,1078082875,고졸,전문직,41667
정순옥,충남 예산군 봉산면,194,91.5,1081898931,학사,회사원,8030000
이승훈,경남 마산시 교방동,149,67.1,1013506665,석사,자영업,62500
김윤오,경기 의정부시 신곡1동,157,60.5,1087781031,석사,자영업,38333
서정대,경기 고양시 지축동,141,67.1,1078260374,학사,자영업,1058333
이인석,인천 남동구 만수1동,152,67.5,1043735447,기타,회사원,4497824
유명기,서울 양천구 신월4동,152,66.2,1076114657,기타,주부,2651764
최혜경,서울 서대문구 연희3동,161,70,1039355955,고졸,학생,3018333
이선미,인천 부평구 산곡4동,157,73.5,1056629104,중졸,자영업,1462581
하철선,서울 동작구 상도5동,160,72,1014526578,고졸,무직,8049167
김정애,서울 서초구 방배동,163,89.1,1059570139,대퇴,전문직,8064167
설진택,대전 중구 태평2동,149,67.7,1091133700,석사,무직,8198723
이상수,서울 동대문구 전농1동,167,74.9,1099057079,기타,강사,2367191
강순자,서울 송파구 오륜동,144,72.5,1037961424,기타,자영업,1029167
이용상,경기 고양시 성사동,158,74.5,1024780585,기타,주부,1036667
김귀준,서울 용산구 이촌1동,181,82.5,1040441341,해외유학,강사,1016667
이옥자,경남 통영시 미수1동,148,65.6,1048757736,대퇴,회사원,8059167
신혜정,경기 고양시 가좌동,163,84.4,1029940063,학사,전문직,8938501
강우남,경기 부천시 괴안동,170,74,1051536552,석사,학생,9167
최희순,경기 고양시 일산3동,144,73.5,1054835416,학사,주부,8034167
이태은,전남 완도군 완도읍,165,79,1084495130,대재,학생,7014167
이일순,인천 계양구 귤현동,182,86.5,1049247610,석사,회사원,8038333
이순자,광주 서구 화정1동,159,84,1016573346,고졸,자영업,10976440
신민선,경남 창원시 반림동,151,55,1029156170,전문학사,자영업,1040000
전병문,서울 서대문구 홍은2동,142,60.5,1091858178,학사,회사원,29167
김춘택,서울 송파구 잠실2동,144,64.3,1041806175,대재,강사,2813348
장일심,경기 파주시 파주읍,172,65.7,1013689073,전문학사,기타,1165797
이은수,충북 증평군 도안면,178,80,1076531939,전문학사,회사원,45833
양명성,인천 부평구 부개1동,148,77,1036453389,석사,전문직,10000
김옥숙,경기 고양시 장항동,146,53,1064469536,고졸,자영업,1043333
고문희,서울 중구 신당동,172,75.6,1054809314,전문학사,자영업,1068333
채수기,경기 파주시 아동동,191,90.3,1094939418,학사,자영업,1804350
이봉호,경기 고양시 가좌동,148,62.5,1085105929,기타,무직,1464422
김광훈,경기 포천시 군내면,142,75.1,1099444372,석사,주부,3056667
김분주,인천 남구 주안4동,162,76.1,1059520814,초졸,무직,67500
김민권,서울 서초구 서초동,145,60.7,1052620145,초졸,회사원,9703925
박상문,강원 춘천시 칠전동,164,74.6,1054438838,기타,기타,1069167
이명애,서울 영등포구 여의도동,145,57,1072562543,고졸,주부,10000
이종춘,경북 예천군 하리면,153,69,1071656981,전문학사,자영업,8020000
이효숙,경기 파주시 금촌동,151,52.5,1063816235,초졸,무직,1035833
이석배,서울 강서구 방화3동,144,65.6,1042764806,고졸,무직,78333
박정숙,강원 속초시 교동,157,88.6,1054516666,고졸,주부,12091024
이영주,서울 은평구 갈현1동,149,69.6,1095294110,고졸,주부,64167
신길자,경기 고양시 일산3동,153,58.3,1017849590,대재,회사원,2314625
노영치,인천 서구 가좌동,155,53,1056245990,학사,자영업,20833
김석태,서울 강동구 암사동,166,67,1094279559,초졸,무직,1047500
유경남,전북 완주군 동상면,180,82,1068276612,학사,무직,1019167
김부미자,서울 강서구 방화동,187,80.6,1030225184,기타,학생,8061667
오영아,인천 서구 마전동,175,65.6,1062543834,전문학사,무직,81667
김이남,경기 고양시 설문동,136,63.6,1086773872,대퇴,자영업,50833
정신옥,경기 고양시 탄현동,132,50,1084551942,전문학사,자영업,25833
나순임,경기 고양시 탄현동,159,62.5,1092663501,고졸,무직,1010000
김종훈,경기 파주시 파주읍,166,67.5,1078599371,대퇴,학생,19167
김정희,경기 안성시 미양면,178,73.4,1093789555,기타,강사,1407790
정창숙,경북 경산시 옥곡동,145,59.5,1073012295,석사,회사원,30000
박말여,경기 부천시 중2동,145,57.5,1085504974,전문학사,주부,10833
최내천,경기 남양주시 화도읍,133,67.5,1055084380,대퇴,회사원,3025000
홍금자,충남 연기군 조치원읍,162,80.1,1088773983,대퇴,회사원,1079167
신정승,경북 포항시 송도동,154,61.5,1081079449,고졸,회사원,41667
황경옥,경기 고양시 지축동,154,53.1,1068508053,초졸,학생,1056667
김복순,경기 고양시 풍동,173,76.6,1086287238,중졸,전문직,8064167
이철종,경기 고양시 풍동,159,60.7,1089822618,학사,전문직,1235317
안복선,강원 강릉시 홍제동,169,62.6,1094295155,대재,회사원,1073333
임구목,인천 남동구 만수3동,134,48.5,1033199741,전문학사,주부,8333
박진택,경기 고양시 고양동,125,60.5,1071932526,대퇴,자영업,20833
김복례,인천 남구 학익2동,156,69.5,1024931328,대퇴,무직,8034167
정다솜,인천 부평구 삼산동,164,73.6,1091842405,전문학사,회사원,67500
김효순,경기 부천시 오정동,162,84.4,1052532153,대재,자영업,11860839
김길순,부산 사하구 괴정동,146,82.8,1018020728,석사,주부,9299393
정복순,경남 진주시 주약동,159,78.5,1028654264,고졸,주부,1043333
김재립,인천 중구 운서동,153,74,1037526518,석사,회사원,2549834
김덕근,서울 송파구 신천동,174,82.5,1042525831,기타,주부,3014167
김용덕,경기 고양시 마두동,163,77.5,1072093871,이학박사,학생,1025000
홍성옥,경기 고양시 일산2동,168,79.7,1079237114,기타,주부,10700921
김재순,서울 은평구 신사동,154,66.5,1016545924,중졸,무직,8021667
문복자,충남 태안군 소원면,143,62.1,1046877419,전문학사,주부,6093288
송기분,경기 고양시 주엽1동,182,74,1013807558,고졸,자영업,3040377
박지영,경기 파주시 탄현면,167,65.1,1072578268,학사,강사,3080833
한진,경기 고양시 일산3동,181,84.1,1064461390,대재,무직,59167
문흥수,서울 송파구 오금동,150,71.1,1079030260,학사,무직,8080000
서순덕,서울 노원구 공릉동,149,68.6,1041380642,고졸,자영업,8060000
채형주,경기 고양시 중산동,150,57.5,1082934011,고졸,주부,13333
이강술,경기 안양시 부림동,169,81.5,1074419336,대퇴,자영업,1045000
차화자,경기 고양시 화정동,158,65.6,1069747211,고졸,자영업,8050833
장광철,충북 청주시 사직1동,176,91,1088062072,학사,주부,7020000
정춘호,강원 속초시 청학동,140,70.6,1022635404,석사,무직,1059167
최승희,서울 서대문구 홍제3동,170,77.1,1042172948,석사,주부,8073333
