IDX,name,address,postcode,company,job,phone_number,email,user_name,ip_address,credit_card_number,date,total_int,total_float,total_int1,total_int2,total_int3
127,박승현,울산광역시 중랑구 압구정80로 (병철김최동),69018,황장김,아나운서 및 리포터,018-793-****,yeongjin64@daum.net,seongsubag,172.25.104.156,4660989718744,1996-03-12,65,7.6083286,438902,625,7370
128,최시우,경상남도 안양시 만안구 논현2거리 (재호차리),42413,(유) 최,고무 및 플라스틱 제품 조립원,011-021-****,iminjae@live.com,bagseonyeong,172.28.205.96,3526266124744778,1973-04-28,64,7.848395082678,199621,977,5720
129,김성수,세종특별자치시 관악구 선릉02길 (승민장이면),54310,주식회사 김,도배공 및 유리 부착원,033-480-****,coeeunji@daum.net,gweonjaeho,192.168.86.200,4233789762044664048,1994-10-29,74,6.652457645531,649585,703,8116
130,윤정남,광주광역시 구로구 잠실305가,75421,박황박,농림어업관련 시험원,043-100-****,yeeungim@gimbag.kr,jeonogsun,10.171.141.134,564258253884,2004-06-17,90,1.3000300001464,627269,726,9352
131,김주원,인천광역시 은평구 석촌호수276가 (서준지문리),33571,김장류,공예원,043-873-****,geonucoe@coeii.kr,jseo,172.18.72.136,3547454871134188,2006-05-22,29,5.17,37452,582,1852
132,진미영,부산광역시 동작구 서초대334가 (지현김동),30087,(유) 배,변호사,052-228-****,yunseo03@baggimbag.kr,gyeongsug56,192.168.175.136,4933519018178,2015-05-08,15,2.19,455693,755,6094
133,김정수,전라남도 부천시 오정구 서초대로 (경자김마을),91916,윤김백,건설 및 광업 관련 관리자,017-526-****,geonui@ju.org,gimmisug,10.254.218.54,4609355804632557,1992-07-25,16,2.747,640432,696,1023
134,권옥자,인천광역시 금천구 서초중앙3길 (영숙박읍),59533,권이한,매장계산원 및 요금정산원,055-505-****,imijeong@hotmail.com,vgim,172.29.159.80,4582772233708520,1985-07-08,67,4.77240928,536571,726,3267
135,조지원,강원도 고양시 학동189거리 (하윤이박면),90583,장주,일반기계 조립원,063-773-****,ryusunog@gmail.com,eunseo13,192.168.73.234,30065324449906,2003-11-07,19,3.334836,576353,466,3258
136,김광수,강원도 서천군 강남대87로 (예원백김리),22882,주식회사 한이최,생산 및 품질 관리 사무원,064-709-****,seoyeongi@coegim.com,sugja93,172.19.171.112,341810573744158,2006-11-30,58,2.95033756293,411007,750,4747
137,장영자,세종특별자치시 양천구 영동대2가 (성민이김리),3534,김이이,경기감독 및 코치,041-750-****,jeongung34@hotmail.com,jihyecoe,192.168.29.127,2701610407135890,1983-11-09,94,6.13,477140,887,9684
138,강지후,부산광역시 북구 잠실길 (진호이고리),61168,황이박,보험 설계사 및 간접투자증권 판매인,031-073-****,hyeonsug26@gimmun.com,jaehyeon71,10.48.124.212,373716161532684,1979-12-05,56,6.3648492,414279,756,9568
139,박지아,대전광역시 서대문구 압구정67로 (광수김동),82777,(주) 김,대학 교육조교,054-164-****,si@ju.kr,jiweongweon,10.158.57.68,6586811389294298,2008-12-22,63,2.62832389755964,924049,89,1397
140,김지후,울산광역시 영등포구 강남대가 (순자김이리),69022,류안권,기타 경호 및 보안 관련 종사원,070-7837-****,yeweon56@yu.kr,jaeho95,192.168.250.239,675924012908,2003-02-17,69,3.492505244266,755078,416,9482
141,엄지연,경상남도 청양군 봉은사로 (지후김면),2914,주식회사 박,관세사,042-522-****,mgim@hotmail.com,seongjin57,172.18.208.51,180035450898547,1986-06-20,75,2.7031170379031,954720,342,1666
142,김현우,대구광역시 양천구 개포거리 (영자이김읍),30103,(주) 윤김전,기타 전기/전자기기 설치 및 수리원,054-683-****,gimsiu@yuhanhoesa.com,mjin,192.168.147.29,4862917227005893,2004-02-26,13,2.81676232,323726,382,4453
143,박재호,경상남도 성남시 분당구 삼성8거리,14465,(주) 이,번역가,062-873-****,hanhyeonju@gmail.com,geonui,192.168.29.66,3567766945471212,1971-02-19,8,2.3507224,273902,190,6624
144,이종수,광주광역시 종로구 개포거리,95568,김김이,배우 및 모델,033-903-****,junhyeog60@daum.net,gimhyeonji,172.17.150.69,213124179657771,2006-01-11,80,7.20501155,768720,449,7359
145,장영철,제주특별자치도 파주시 오금거리,85259,유한회사 최김정,경량 철골공,063-408-****,wbag@naver.com,minji11,172.31.33.153,6595651628283192,1993-04-06,10,4.6046411821,558588,266,7498
146,김영자,충청북도 청주시 서원구 서초대5거리,24823,(유) 이,선장/항해사 및 도선사,011-633-****,myeongsug57@jangyungim.com,egim,10.13.11.34,2224666428772036,2001-10-30,7,5.8840722,374255,243,3382
147,박예진,세종특별자치시 광진구 언주길 (도윤이면),77261,(주) 박오엄,목제품 제조관련 종사원,031-390-****,hyeonjicoe@baggim.com,haeuni,192.168.30.6,4021858799493898771,2008-05-07,16,1.141647576,472001,692,3805
148,이영일,전라북도 영월군 논현길 (미경김동),56391,주식회사 황손박,악기제조 및 조율사,041-167-****,hongseohyeon@bagryugim.com,gimhayun,10.55.146.23,4511258880719697977,1992-03-28,82,3.40132786903006,270094,728,2615
149,이정수,울산광역시 강남구 봉은사86로,63691,(유) 이조구,숙박/여행/오락 및 스포츠 관련 관리자,042-079-****,doyun21@gimcai.com,igim,192.168.240.49,502037251381,1986-05-02,3,8.729836688,408636,649,9441
150,김성호,경상남도 진천군 강남대09거리,16131,박구박,가구조립원,062-552-****,rson@ju.com,mcoe,192.168.125.227,3511223128779059,1979-10-11,27,8.43242,431435,507,4910
151,박성훈,충청남도 횡성군 봉은사거리,85085,(주) 한,물품 이동 장비 설치 및 정비원,031-146-****,junseo97@live.com,seoyeon93,172.23.132.238,3569411439474053,2009-12-05,6,8.954182,981567,449,2343
152,양미영,제주특별자치도 청양군 백제고분56길 (민지양동),33637,이김,화물차 및 특수차 운전원,019-349-****,jongsu80@hanmail.net,mgo,192.168.254.185,2294644999581818,1982-05-11,77,7.21323679543714,522804,700,8065
153,이중수,경기도 성남시 분당구 개포401가,78247,주식회사 장박엄,전산 자료 입력원 및 사무 보조원,052-817-****,subingim@gmail.com,sanghyeon75,192.168.1.131,3574996665715404,1978-01-30,81,7.108934327,347092,932,6659
154,안서윤,전라북도 영월군 서초중앙거리 (수빈이장리),95182,손서,작가 및 관련 전문가,063-861-****,iyeongceol@live.com,jiyeongi,172.23.122.229,4467454714714273,1987-03-31,57,7.7589,629740,155,9370
155,김도윤,서울특별시 종로구 석촌호수가,61333,(유) 서,시민 단체 활동가,019-787-****,minjibag@hotmail.com,lcoe,172.17.23.229,38387753223764,2014-09-08,15,4.658922323995,391374,988,1264
156,김영숙,경상남도 천안시 동남구 영동대길,43432,(주) 우배배,웨이터,016-293-****,eungyeong08@yu.org,minseohyeon,192.168.169.43,4278700252900473891,1987-10-11,74,1.93,470993,543,5532
157,김민석,세종특별자치시 마포구 압구정17가 (은서김남읍),96440,조이윤,건축 목공,053-578-****,gimseohyeon@hotmail.com,gyeongsugseo,10.178.137.28,4687960738854022,1974-05-09,46,4.42165258349846,895030,840,1379
158,이순자,강원도 화성시 서초대길,18524,김이김,세탁관련 기계조작원,070-6542-****,jaehogang@live.com,hayunjin,172.21.168.254,3538761275421065,2012-05-14,42,6.83846655928,888629,653,3219
159,송수진,대전광역시 도봉구 역삼거리 (상현김신마을),45503,주식회사 김박이,기타 사회복지관련 종사원,061-395-****,jongsugim@baggim.kr,jinuseo,172.28.12.182,6011762740286850,1994-07-23,44,4.23038,180560,907,7783
160,김승현,세종특별자치시 남구 서초대4가 (영철이면),25984,유한회사 이이한,자산 운용가,064-770-****,yeongjini@gmail.com,xhwang,172.29.181.211,4680811666920409,2003-01-29,98,4.69629467864288,526405,253,2789
161,박종수,울산광역시 강북구 잠실7가 (영희김리),39710,김조,방문 판매원,016-230-****,lgim@dreamwiz.com,eunyeong96,192.168.138.25,371242006142383,1987-04-14,63,8.60017,700883,71,6421
162,박명자,전라북도 공주시 삼성거리 (현우안마을),9672,(유) 조,인터넷 판매원,042-122-****,ijinho@ju.com,xcoe,172.19.79.185,4159380013854,2002-03-03,61,8.61596,9236,304,660
163,한수진,대구광역시 성북구 서초대71로,96278,유한회사 김,국가/지방 및 공공행정 사무원,061-520-****,angyeonghyi@hanmail.net,gimsunja,10.207.119.31,180002189566407,1983-11-09,33,7.13,203317,486,8141
164,윤미정,전라북도 부천시 오정구 선릉226가 (경희김조마을),81399,이장김,오락시설 서비스원,019-941-****,ago@live.com,vgim,172.25.116.213,676360121492,1996-04-29,59,5.803556595361,668229,628,2089
165,최지후,대구광역시 동구 강남대거리 (현주양김마을),55169,유한회사 김,법무사 및 집행관,070-9357-****,rbag@nate.com,nyang,192.168.208.85,2524115818260811,1978-07-02,83,8.92770588,288864,645,6929
166,윤준영,경기도 부천시 원미구 테헤란거리 (우진장김면),80906,김고김,도배공 및 유리 부착원,053-511-****,jeongsiggim@gimi.com,minseogim,10.83.74.212,30570336450115,1981-08-27,94,3.0,35340,557,3513
167,김지민,서울특별시 남구 가락로 (동현김김동),35882,박송강,통신공학 기술자 및 연구원,043-977-****,hanyujin@igim.kr,pbaeg,192.168.105.129,3525840809938946,1981-03-13,40,1.78,235170,662,5613
168,이정호,충청북도 포천시 석촌호수611거리,64832,주식회사 이황구,해외 영업원,051-640-****,yi@naver.com,coegeonu,172.26.60.27,4171076016720398,2006-11-12,75,1.73,763497,713,1077
169,이성진,제주특별자치도 괴산군 테헤란7길,53882,(주) 정박박,용접원,019-982-****,mmun@jusighoesa.kr,coeeunji,172.31.122.141,2720225821552641,2019-07-10,30,4.8,165945,132,9008
170,이지후,광주광역시 영등포구 백제고분46로,73248,유한회사 이,목제품 제조관련 종사원,019-172-****,junyeongno@nate.com,seoyun02,192.168.121.39,180027818039971,2017-01-14,29,4.690502,251700,398,7156
171,윤우진,울산광역시 성동구 선릉가 (예준서마을),67929,유한회사 손박권,보조 교사 및 기타 교사,032-251-****,ai@dreamwiz.com,minseo80,192.168.211.201,4746895037942991443,1980-08-01,41,3.3530973979503,71359,624,9751
172,김주원,인천광역시 서대문구 삼성411거리 (예진황전읍),88781,유한회사 백,직업상담사 및 취업 알선원,010-1037-****,baghyeonji@ju.net,doyun99,10.80.255.238,676298402543,1974-06-16,78,2.2146835182306,146873,590,7524
173,김미경,충청북도 인제군 반포대40가,98696,이장이,금속공작기계 조작원,053-212-****,mijeong28@seogo.kr,bgim,10.47.202.217,180075066576913,1995-08-08,16,7.607295644907,970227,399,1746
174,김현숙,광주광역시 강북구 가락48가 (도윤유면),98571,(유) 최,건설 배관공,054-578-****,zji@hanmail.net,jiyeonghan,192.168.125.38,347555104994509,1982-04-09,67,7.7767897,557681,226,7150
175,장준서,서울특별시 동대문구 학동가,27239,김김,보험 및 금융 관리자,018-649-****,gwagyunseo@naver.com,ijuweon,192.168.37.250,4155518421450160,1995-02-25,47,5.46,360632,286,3100
176,김서윤,강원도 공주시 선릉길,8854,이안,재활용 처리 및 소각로 조작원,031-021-****,jaeho78@bagmun.kr,eunseo67,192.168.181.239,2256986373032124,1976-03-29,85,5.11,434221,756,2239
177,최영수,광주광역시 성북구 가락길,32426,유한회사 전오류,방수공,064-782-****,gimsumin@ju.org,yujin89,10.96.174.14,5302606779193422,2016-02-11,81,6.3275318445,8679,949,2872
178,김영환,제주특별자치도 음성군 반포대로,94942,김안김,기타 의료/복지 관련 서비스 종사원,033-172-****,ogsunhwang@live.com,seonghungim,172.22.175.94,379834907514595,2011-10-18,32,3.8,465066,775,1472
179,박경희,대구광역시 동구 영동대거리 (동현남동),70585,주식회사 노,투자 및 신용 분석가,063-964-****,ji@gmail.com,qbag,192.168.174.196,3520575197376052,1986-03-24,35,4.915,588603,596,9795
180,김도현,서울특별시 서대문구 언주555로 (정수김홍동),7457,양윤,병무행정 사무원,043-085-****,siubag@nate.com,yeonggilson,10.17.144.59,4935970601772573,2010-12-04,17,1.355,298216,615,8531
181,이민재,세종특별자치시 성동구 개포거리 (병철김읍),30573,유한회사 고,대학 시간강사,019-188-****,yunseoson@jusighoesa.org,zan,172.29.128.29,30425179438968,1983-08-30,40,1.263,46892,203,5463
182,이상훈,울산광역시 동작구 양재천길 (지혜한이마을),46696,김박,기타 행정 및 경영지원 관리자,061-679-****,yeongil11@jusighoesa.com,gimmyeongja,172.31.119.67,3521708806045953,1982-03-02,86,8.58,306705,867,7820
183,이정남,충청북도 안양시 동안구 도산대825길 (하윤이면),88748,오김,단조원,061-014-****,yeongsugim@hotmail.com,wna,192.168.139.48,180080561296066,1993-10-15,25,1.96191234,611522,460,5996
184,고혜진,대구광역시 노원구 오금242길 (성호허박리),32059,(유) 황,기타 배관공,032-622-****,jeonghun17@live.com,dohyeoni,192.168.225.39,4181624579233693,1987-05-18,36,1.6985,657941,557,3035
185,이광수,경기도 부천시 오정구 석촌호수266가 (현우송박읍),81363,송조전,만화가 및 만화영화 작가,042-082-****,dbag@hanmail.net,bagseoyun,192.168.113.27,4924225217270253723,2002-06-22,29,7.933728,187674,642,8801
186,최영희,경상북도 고성군 오금로 (현주김최읍),62435,최김박,영관급 이상,011-161-****,isubin@ju.kr,seojunhan,172.22.248.253,4341235718290538113,2018-09-19,71,1.66034592776,886470,688,3238
187,최영순,경상북도 강릉시 역삼38길,41132,김김이,보험 및 금융 상품 개발자,055-742-****,sgim@jusighoesa.com,yeongsugjo,172.31.223.177,4315378585007091,1971-09-30,74,5.6577777,346137,387,1842
188,김지민,인천광역시 송파구 서초대507가,37846,김한김,출판물 전문가,043-613-****,ggim@yu.kr,byeongceolan,192.168.37.125,2400717922357497,1999-06-24,34,4.642685724,263642,942,181
189,이정남,대전광역시 강서구 가락66가 (옥자신김마을),83474,최박김,여행 및 관광통역 안내원,033-540-****,seonghoi@hotmail.com,bagminseog,10.165.6.95,4978758754851022037,2008-01-03,60,7.1428,225356,901,8166
190,서미정,충청북도 천안시 서북구 서초대길 (숙자황차리),43025,김윤,승강기 설치 및 정비원,033-527-****,namyeweon@ju.org,xgim,10.200.115.31,676104896094,2014-06-17,57,2.50430307151,121156,264,8157
191,김영일,충청북도 홍천군 영동대0가,52165,양신김,임상 심리사 및 기타 치료사,051-569-****,ji@hotmail.com,yangyunseo,172.26.227.173,4663050328166371,2016-04-30,85,8.249004,559656,124,4679
192,한수민,세종특별자치시 서대문구 잠실로 (현숙류배동),71972,이고권,인사 및 노사 관련 전문가,064-745-****,ihaeun@yu.com,yeeungim,172.28.176.54,3573632962229176,1976-02-10,18,8.8687452144432,925029,387,9988
193,김성현,부산광역시 금천구 논현길,67653,조이안,통신공학 기술자 및 연구원,064-771-****,ocoe@noiim.kr,coeeunji,172.31.153.7,3526230689410159,2020-06-06,55,8.884674903,944744,341,8510
194,남진호,인천광역시 종로구 개포68가 (민석진김읍),88895,(유) 최한이,방문 판매원,054-164-****,jiugim@jusighoesa.net,jungsugim,10.169.201.238,566347661829,1971-07-10,13,6.730220905,267466,904,9827
195,서승현,인천광역시 성동구 가락거리,60020,(주) 박,정보통신관련 관리자,018-114-****,gimmyeongsug@yu.kr,dcoe,172.28.25.96,571895960219,1996-09-29,73,1.94206,988560,556,9153
196,이영길,대전광역시 금천구 오금가 (정호홍고리),57478,류윤이,조경원,063-157-****,byeongceol20@naver.com,jieun63,10.7.127.137,4069596027708483,2008-07-27,32,6.86,77310,516,6320
197,김상호,광주광역시 강남구 학동거리 (성훈한송동),80570,심박,직업 운동선수,042-624-****,whong@gmail.com,seongmin94,172.27.80.28,3519218824341180,2003-03-13,95,8.40074846949,344099,308,1605
198,이정식,경기도 단양군 테헤란거리,39513,황김김,목재 가공관련 기계 조작원,054-205-****,dohyeongim@jusighoesa.com,cu,192.168.148.144,370008825186427,1982-12-03,92,4.69,35747,842,541
199,양상철,인천광역시 금천구 삼성로 (서현문최리),83557,유한회사 차,운송장비 조립원,018-774-****,yji@dreamwiz.com,hbag,10.218.204.41,4820428060554573068,2000-09-17,38,1.1,706201,646,2709
200,최영호,경기도 홍성군 압구정가 (영숙허면),63305,이김강,통신 및 방송송출 장비 기사,043-426-****,gimjimin@nate.com,seohyeon47,192.168.231.78,4922809192062850,1980-07-09,31,3.121251546,711823,343,7413
201,김정호,충청북도 수원시 팔달구 백제고분021가,89800,김김송,법무사 및 집행관,010-3790-****,pi@hanmail.net,minsu17,192.168.99.253,584540819797,1997-08-08,35,7.1,303376,287,600
202,이정자,대구광역시 영등포구 서초대거리,13997,류김이,응용 소프트웨어 개발자,063-994-****,jeonghyi24@hanmail.net,byeongceoljo,172.25.208.79,213124387529853,1972-04-03,5,5.25413095077,606407,14,1109
